File Name,Talchum Important
MC01_A01_B015_CA1_M0007_2100.json,"외사위, 겹사위"
MC01_A03_B038_CA1_M0004_7140.json,손을 합장하고 등장하여 양팔을 크게 벌려 원 그린 후 다시 모으는 동작을 사방에 함.
MC01_A05_B072_CA1_M0009_5775.json,휘둘름 동작의 활발성과 소무와의 자연스런 연결동작이 필요함.
MC01_A09_B100_CA1_M0007_6855.json,배김사위 전희동작 좌.우 활개짓 동작과 배기는 사위
MC01_A06_B084_CA1_M0021_16920.json,선녀 두 명과 놀고 난후 큰 배김새
MC01_A04_B058_CA1_M0012_8235.json,"1.연풍대, 연을 띄우는 염불장단의 동작으로 부채 활용과 허리 재기 2.장삼을 양손에 감고 주변을 살피는 돌단춤사위."
MC01_A09_B096_CA1_M0002_1395.json,"배김사위, 휘두름사위."
MC01_A06_B081_CA1_M0003_6675.json,"북채를 떨어 뜨린다
북을 잡으려다 놓치고 운다
결국 북을 쥐고 신나게 춤을춘다"
MC01_A06_B087_CA1_M0010_7170.json,"배김새, 으시개, 베기"
MC01_A06_B083_CA1_M0003_2505.json,뛰어 배김새
MC01_A09_B099_CA1_M0010_6270.json,"돌림사위, 울음태사위"
MC01_A09_B100_CA1_M0005_3960.json,배김사위 전희동작 좌.우 활개짓 동작과 배기는 사위
MC01_A04_B056_CA1_M0003_4770.json,사방을 돌며 용이 꿈틀 거리는 모습을 표현하는 동작.
MC01_A03_B049_CA1_M0029_30600.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A04_B061_CA1_M0005_6345.json,힘겹게 일어나 소무들을 취하는 동작.
MC01_A03_B041_CA1_M0004_1740.json," 힘차게 올림사위, 두번돌고 대비되는 앉았다. 좌.우 일어나는 동작."
MC01_A03_B049_CA1_M0039_34365.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A01_B005_CA1_M0002_2670.json,호흡과 홍태기가 일체가 되어 절도있게 채는 동작으로 춘다
MC01_A03_B037_CA1_M0010_3780.json,발 맞추기
MC01_A01_B008_CA1_M0006_3080.json,채찍으로 양반을 내리치고 바닥에 채찍으로 말뚝을 박는 동작
MC01_A07_B091_CA1_M0011_7245.json,손을 들며 머리를 쓸어내리는 듯한 동작.
MC01_A09_B094_CA1_M0017_8370.json,"배김사위, 앞배김새, 뒷배김새, 겨드랑배김새 동작이 강하여 뛰어서 땅을 내려 누르듯이 힘차게 착지하는 동작."
MC01_A02_B030_CA1_M0007_5955.json,"가벼우면서도 건들거리며 찍고 중심 이동하는 춤, 흥을 뱉어 내는 동작"
MC01_A03_B049_CA1_M0007_9030.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A01_B006_CA1_M0001_1880.json,"합장, 스텝, 뿌리고 채는 동작"
MC01_A06_B081_CA1_M0002_3345.json,"북채를 떨어 뜨린다
북을 잡으려다 놓치고 운다
결국 북을 쥐고 신나게 춤을춘다"
MC01_A06_B081_CA1_M0003_6225.json,"북채를 떨어 뜨린다
북을 잡으려다 놓치고 운다
결국 북을 쥐고 신나게 춤을춘다"
MC01_A03_B047_CA1_M0002_375.json,"채찍 들고 뛰는 동작 발끝에 밑으로 힘주고, 채찍 양손 돌리며 쪼그려 돌며뛰기"
MC01_A01_B010_CA1_M0010_5465.json,"오른발 들고 허리를 채며 녹음,풀,을 어깨로 넘긴다"
MC01_A04_B055_CA1_M0008_10080.json,"합장재배, 벽사진경의 의식무로서 연희초반 마당을 정화하는 대표적 동작"
MC01_A04_B056_CA1_M0003_4320.json,사방을 돌며 용이 꿈틀 거리는 모습을 표현하는 동작.
MC01_A02_B026_CA1_M0002_1725.json,"보일듯 말듯한 몸짓, 싫다는 고개 흔드는 동작"
MC01_A03_B048_CA1_M0004_2490.json,4박 돌기 및 8박 돌기
MC01_A03_B049_CA1_M0032_31470.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A06_B081_CA1_M0007_13515.json,"북채를 떨어 뜨린다
북을 잡으려다 놓치고 운다
결국 북을 쥐고 신나게 춤을춘다"
MC01_A07_B090_CA1_M0004_1175.json,말채를 머리 위로 힘차게 휘두르며 빠른 굿거리 장단에 맞춰 도약한다. 
MC01_A03_B038_CA1_M0009_12900.json,손을 합장하고 등장하여 양팔을 크게 벌려 원 그린 후 다시 모으는 동작을 사방에 함.
MC01_A03_B050_CA1_M0001_315.json," 양팔을 돌리며 오른쪽, 왼쪽, 가운데 춤으로 앉아뛰기"
MC01_A03_B049_CA1_M0007_14535.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A03_B040_CA1_M0012_3870.json,"왼쪽, 오른쪽 순으로 옆보고 뛰면서 팔을 엎고 뒤집은 동작."
MC01_A04_B058_CA1_M0005_4890.json,"1.연풍대, 연을 띄우는 염불장단의 동작으로 부채 활용과 허리 재기 2.장삼을 양손에 감고 주변을 살피는 돌단춤사위."
MC01_A02_B030_CA1_M0005_4065.json,"가벼우면서도 건들거리며 찍고 중심 이동하는 춤, 흥을 뱉어 내는 동작"
MC01_A01_B007_CA1_M0002_950.json,"합장, 스텝, 뿌리고 채는 동작"
MC01_A04_B058_CA1_M0012_8370.json,"1.연풍대, 연을 띄우는 염불장단의 동작으로 부채 활용과 허리 재기 2.장삼을 양손에 감고 주변을 살피는 돌단춤사위."
MC01_A03_B049_CA1_M0008_16125.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A02_B033_CA1_M0004_1575.json,"부채와 지팡이, 활용 춤"
MC01_A06_B087_CA1_M0010_7035.json,"배김새, 으시개, 베기"
MC01_A03_B049_CA1_M0007_9525.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A03_B054_CA1_M0002_1140.json," 팔들고 걷기, 양팔모아 안으로 접기, 팔 머리 뒤로 돌리기"
MC01_A06_B084_CA1_M0016_12060.json,선녀 두 명과 놀고 난후 큰 배김새
MC01_A05_B074_CA1_M0001_240.json,장단에 맞추어 자연스럽고 우아하게
MC01_A02_B030_CA1_M0017_12795.json,"가벼우면서도 건들거리며 찍고 중심 이동하는 춤, 흥을 뱉어 내는 동작"
MC01_A02_B018_CA1_M0005_2370.json,한삼이 높이 들리도록 춤의 크기가 커야 한다.
MC01_A01_B006_CA1_M0002_2345.json,"합장, 스텝, 뿌리고 채는 동작"
MC01_A05_B073_CA1_M0002_1170.json,"배, 엉덩이, 팔을 빠르게 느리게 좌우로 반복하며 흔들어 웃음을 자아내게 하는 춤사위"
MC01_A07_B090_CA1_M0004_1030.json,말채를 머리 위로 힘차게 휘두르며 빠른 굿거리 장단에 맞춰 도약한다. 
MC01_A03_B049_CA1_M0008_16575.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A09_B096_CA1_M0002_1680.json,"배김사위, 휘두름사위."
MC01_A07_B091_CA1_M0011_7300.json,손을 들며 머리를 쓸어내리는 듯한 동작.
MC01_A06_B083_CA1_M0003_2010.json,뛰어 배김새
MC01_A09_B099_CA1_M0010_6765.json,"돌림사위, 울음태사위"
MC01_A09_B094_CA1_M0017_8235.json,"배김사위, 앞배김새, 뒷배김새, 겨드랑배김새 동작이 강하여 뛰어서 땅을 내려 누르듯이 힘차게 착지하는 동작."
MC01_A06_B081_CA1_M0003_6360.json,"북채를 떨어 뜨린다
북을 잡으려다 놓치고 운다
결국 북을 쥐고 신나게 춤을춘다"
MC01_A03_B039_CA1_M0017_6900.json,"제끼는사위,한삼을 머리 위 앞에서 뒤로 쳐준다. 엎는사위,한삼을 뒤에서 앞으로 쳐준다."
MC01_A02_B021_CA1_M0004_1590.json,도리깨질 사위
MC01_A03_B050_CA1_M0004_1290.json," 양팔을 돌리며 오른쪽, 왼쪽, 가운데 춤으로 앉아뛰기"
MC01_A07_B088_CA1_M0018_5660.json,"코풀사위, 배김사위, 배김새가락이 나오면 추는 사위로 통영오광대의 가장 특징적인 사위."
MC01_A07_B092_CA1_M0004_915.json,배김사위
MC01_A06_B082_CA1_M0001_705.json,"첫 입장 배김새, 큰 배김새"
MC01_A01_B014_CA1_M0003_880.json,돌며 뿌리는 동작
MC01_A03_B038_CA1_M0019_22890.json,손을 합장하고 등장하여 양팔을 크게 벌려 원 그린 후 다시 모으는 동작을 사방에 함.
MC01_A03_B047_CA1_M0003_660.json,"채찍 들고 뛰는 동작 발끝에 밑으로 힘주고, 채찍 양손 돌리며 쪼그려 돌며뛰기"
MC01_A05_B070_CA1_M0006_7740.json,"복무와 삼퇴, 굿거리장단에 이루어지는 즉흥적인 연행, 깨끼춤의 정확한 구현"
MC01_A03_B049_CA1_M0009_17265.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A05_B068_CA1_M0010_9795.json,"합장재배의 합장 높이들기, 사방재배에서 삼진과 방향전환하기. 타령장단에 따른 기본 춤사위 중 여다지, 자진화장, 어깨치기 등"
MC01_A01_B014_CA1_M0004_1485.json,돌며 뿌리는 동작
MC01_A03_B039_CA1_M0007_3300.json,"제끼는사위,한삼을 머리 위 앞에서 뒤로 쳐준다. 엎는사위,한삼을 뒤에서 앞으로 쳐준다."
MC01_A09_B097_CA1_M0010_6060.json,"갈지자로 좌.우 엉덩이를 흔들며, 걷는 사위. 추하면서도 요염함이 묻어나는 엉덩이 춤새."
MC01_A07_B088_CA1_M0021_7270.json,"코풀사위, 배김사위, 배김새가락이 나오면 추는 사위로 통영오광대의 가장 특징적인 사위."
MC01_A04_B067_CA1_M0008_5175.json,"깨끼, 양주만의 발 디딤새로 앞꿈치로 가볍게 디디는 특징"
MC01_A02_B029_CA1_M0002_645.json,사자와 함께 같이 움직이며 추는 다리동작 춤사위
MC01_A03_B049_CA1_M0015_25545.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A01_B004_CA1_M0004_5340.json,홍태기가 툭 덜어지는 맛으로 춤을 춘다
MC01_A03_B049_CA1_M0024_28800.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A01_B015_CA1_M0007_2045.json,"외사위, 겹사위"
MC01_A05_B080_CA1_M0007_1755.json,"화장무, 자진화장, 곱사위, 여다지, 어깨치기, 빗사위, 거울보기, 깨끼리, 멍석말이"
MC01_A06_B081_CA1_M0004_8115.json,"북채를 떨어 뜨린다
북을 잡으려다 놓치고 운다
결국 북을 쥐고 신나게 춤을춘다"
MC01_A06_B084_CA1_M0024_18840.json,선녀 두 명과 놀고 난후 큰 배김새
MC01_A03_B038_CA1_M0004_7005.json,손을 합장하고 등장하여 양팔을 크게 벌려 원 그린 후 다시 모으는 동작을 사방에 함.
MC01_A06_B087_CA1_M0014_9645.json,"배김새, 으시개, 베기"
MC01_A03_B054_CA1_M0004_2235.json," 팔들고 걷기, 양팔모아 안으로 접기, 팔 머리 뒤로 돌리기"
MC01_A01_B014_CA1_M0001_165.json,돌며 뿌리는 동작
MC01_A02_B025_CA1_M0005_3945.json,염불의 느린 동작으로 지팡이를 폐어야 하는 동작
MC01_A01_B009_CA1_M0001_1080.json,좌우로 움직일때 뫼산자를 그리며 허리채기
MC01_A03_B052_CA1_M0014_7875.json,부채를 펴고 접고 내밀고 뒤로 넘기며 표현하는 동작.
MC01_A03_B049_CA1_M0041_35805.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A09_B097_CA1_M0006_3840.json,"갈지자로 좌.우 엉덩이를 흔들며, 걷는 사위. 추하면서도 요염함이 묻어나는 엉덩이 춤새."
MC01_A09_B096_CA1_M0007_6330.json,"배김사위, 휘두름사위."
MC01_A04_B055_CA1_M0014_15345.json,"합장재배, 벽사진경의 의식무로서 연희초반 마당을 정화하는 대표적 동작"
MC01_A01_B008_CA1_M0002_1515.json,채찍으로 양반을 내리치고 바닥에 채찍으로 말뚝을 박는 동작
MC01_A07_B090_CA1_M0001_295.json,말채를 머리 위로 힘차게 휘두르며 빠른 굿거리 장단에 맞춰 도약한다. 
MC01_A01_B001_CA1_M0002_2295.json,"1.좌뛰기, 우뛰기 2.간격, 점프,꼬리흔들기"
MC01_A03_B038_CA1_M0016_20700.json,손을 합장하고 등장하여 양팔을 크게 벌려 원 그린 후 다시 모으는 동작을 사방에 함.
MC01_A07_B091_CA1_M0002_1800.json,손을 들며 머리를 쓸어내리는 듯한 동작.
MC01_A04_B055_CA1_M0009_12780.json,"합장재배, 벽사진경의 의식무로서 연희초반 마당을 정화하는 대표적 동작"
MC01_A04_B061_CA1_M0001_150.json,힘겹게 일어나 소무들을 취하는 동작.
MC01_A09_B097_CA1_M0012_8430.json,"갈지자로 좌.우 엉덩이를 흔들며, 걷는 사위. 추하면서도 요염함이 묻어나는 엉덩이 춤새."
MC01_A06_B083_CA1_M0016_13320.json,뛰어 배김새
MC01_A01_B015_CA1_M0004_1145.json,"외사위, 겹사위"
MC01_A06_B083_CA1_M0014_12690.json,뛰어 배김새
MC01_A03_B049_CA1_M0041_35385.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A03_B038_CA1_M0019_22740.json,손을 합장하고 등장하여 양팔을 크게 벌려 원 그린 후 다시 모으는 동작을 사방에 함.
MC01_A05_B070_CA1_M0006_7890.json,"복무와 삼퇴, 굿거리장단에 이루어지는 즉흥적인 연행, 깨끼춤의 정확한 구현"
MC01_A02_B036_CA1_M0002_870.json,"외사위, 겹사위, 양사위는 봉산탈춤 하면 연상이 되는 춤사위"
MC01_A05_B068_CA1_M0006_7500.json,"합장재배의 합장 높이들기, 사방재배에서 삼진과 방향전환하기. 타령장단에 따른 기본 춤사위 중 여다지, 자진화장, 어깨치기 등"
MC01_A08_B093_CA1_M0008_1480.json,"모삼치기, 깊은무릎 오금춤, 좌우어깨춤, 반시계방향, 오른손, 오른발, 왼손, 왼발 활개치기."
MC01_A02_B032_CA1_M0005_3240.json,두어춤
MC01_A05_B068_CA1_M0003_4620.json,"합장재배의 합장 높이들기, 사방재배에서 삼진과 방향전환하기. 타령장단에 따른 기본 춤사위 중 여다지, 자진화장, 어깨치기 등"
MC01_A09_B100_CA1_M0008_7305.json,배김사위 전희동작 좌.우 활개짓 동작과 배기는 사위
MC01_A04_B061_CA1_M0005_5355.json,힘겹게 일어나 소무들을 취하는 동작.
MC01_A09_B098_CA1_M0005_4695.json,"배김사위, 할멈 및 제대각시와의 대무. 일자사위"
MC01_A03_B047_CA1_M0019_8355.json,"채찍 들고 뛰는 동작 발끝에 밑으로 힘주고, 채찍 양손 돌리며 쪼그려 돌며뛰기"
MC01_A03_B051_CA1_M0011_3360.json,"팔을 머리 뒤에서 앞으로 돌리는 동작, 팔을 머리 앞에서 뒤로 돌림, 양손을 머리 위로 뿌림."
MC01_A01_B002_CA1_M0009_5160.json,"연풍대, 오른손 땅을 치고 어깨에 얹으며 쪼그려 앉아서 돌기 ,돌아앉아뛰기와 비슷, 이어서 왼손 동일하게 돌아앉아 뛰기"
MC01_A05_B071_CA1_M0001_1095.json,양손을 들고 좌우로 장단변화에 따라 양손을 올리고 내리면서 추는 춤사위
MC01_A08_B093_CA1_M0006_905.json,"모삼치기, 깊은무릎 오금춤, 좌우어깨춤, 반시계방향, 오른손, 오른발, 왼손, 왼발 활개치기."
MC01_A02_B028_CA1_M0007_1740.json,"1.무등타기 2.고개잡이, 점프, 다리들기, 사자서기"
MC01_A03_B052_CA1_M0004_1320.json,부채를 펴고 접고 내밀고 뒤로 넘기며 표현하는 동작.
MC01_A03_B048_CA1_M0002_615.json,4박 돌기 및 8박 돌기
MC01_A02_B036_CA1_M0001_195.json,"외사위, 겹사위, 양사위는 봉산탈춤 하면 연상이 되는 춤사위"
MC01_A01_B003_CA1_M0001_675.json,곤장을 양손에 들고 내리면서 힘있게 발을 올리면서 추는 춤사위
MC01_A06_B087_CA1_M0008_5235.json,"배김새, 으시개, 베기"
MC01_A01_B005_CA1_M0003_4350.json,호흡과 홍태기가 일체가 되어 절도있게 채는 동작으로 춘다
MC01_A01_B014_CA1_M0002_750.json,돌며 뿌리는 동작
MC01_A03_B051_CA1_M0012_3765.json,"팔을 머리 뒤에서 앞으로 돌리는 동작, 팔을 머리 앞에서 뒤로 돌림, 양손을 머리 위로 뿌림."
MC01_A09_B100_CA1_M0008_7755.json,배김사위 전희동작 좌.우 활개짓 동작과 배기는 사위
MC01_A09_B097_CA1_M0002_1710.json,"갈지자로 좌.우 엉덩이를 흔들며, 걷는 사위. 추하면서도 요염함이 묻어나는 엉덩이 춤새."
MC01_A02_B029_CA1_M0001_420.json,사자와 함께 같이 움직이며 추는 다리동작 춤사위
MC01_A02_B029_CA1_M0008_3240.json,사자와 함께 같이 움직이며 추는 다리동작 춤사위
MC01_A03_B048_CA1_M0005_3225.json,4박 돌기 및 8박 돌기
MC01_A01_B002_CA1_M0006_3360.json,"연풍대, 오른손 땅을 치고 어깨에 얹으며 쪼그려 앉아서 돌기 ,돌아앉아뛰기와 비슷, 이어서 왼손 동일하게 돌아앉아 뛰기"
MC01_A07_B088_CA1_M0009_2145.json,"코풀사위, 배김사위, 배김새가락이 나오면 추는 사위로 통영오광대의 가장 특징적인 사위."
MC01_A06_B084_CA1_M0023_17655.json,선녀 두 명과 놀고 난후 큰 배김새
MC01_A03_B038_CA1_M0003_2715.json,손을 합장하고 등장하여 양팔을 크게 벌려 원 그린 후 다시 모으는 동작을 사방에 함.
MC01_A03_B051_CA1_M0004_705.json,"팔을 머리 뒤에서 앞으로 돌리는 동작, 팔을 머리 앞에서 뒤로 돌림, 양손을 머리 위로 뿌림."
MC01_A03_B040_CA1_M0012_4065.json,"왼쪽, 오른쪽 순으로 옆보고 뛰면서 팔을 엎고 뒤집은 동작."
MC01_A03_B052_CA1_M0004_1770.json,부채를 펴고 접고 내밀고 뒤로 넘기며 표현하는 동작.
MC01_A02_B016_CA1_M0003_5190.json,중앙 바라보며 오른손으로 안팎을 장삼 휘날림
MC01_A01_B005_CA1_M0001_1635.json,호흡과 홍태기가 일체가 되어 절도있게 채는 동작으로 춘다
MC01_A02_B021_CA1_M0007_2490.json,도리깨질 사위
MC01_A03_B049_CA1_M0008_15420.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A01_B005_CA1_M0001_1320.json,호흡과 홍태기가 일체가 되어 절도있게 채는 동작으로 춘다
MC01_A04_B055_CA1_M0011_14580.json,"합장재배, 벽사진경의 의식무로서 연희초반 마당을 정화하는 대표적 동작"
MC01_A01_B008_CA1_M0004_2375.json,채찍으로 양반을 내리치고 바닥에 채찍으로 말뚝을 박는 동작
MC01_A03_B052_CA1_M0010_6735.json,부채를 펴고 접고 내밀고 뒤로 넘기며 표현하는 동작.
MC01_A06_B084_CA1_M0023_17340.json,선녀 두 명과 놀고 난후 큰 배김새
MC01_A03_B043_CA1_M0007_2820.json,양팔을 수평유지
MC01_A01_B003_CA1_M0001_730.json,곤장을 양손에 들고 내리면서 힘있게 발을 올리면서 추는 춤사위
MC01_A03_B048_CA1_M0002_750.json,4박 돌기 및 8박 돌기
MC01_A03_B049_CA1_M0008_15135.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A01_B005_CA1_M0003_4215.json,호흡과 홍태기가 일체가 되어 절도있게 채는 동작으로 춘다
MC01_A03_B052_CA1_M0006_3495.json,부채를 펴고 접고 내밀고 뒤로 넘기며 표현하는 동작.
MC01_A06_B087_CA1_M0008_5370.json,"배김새, 으시개, 베기"
MC01_A03_B048_CA1_M0006_3765.json,4박 돌기 및 8박 돌기
MC01_A05_B068_CA1_M0002_1605.json,"합장재배의 합장 높이들기, 사방재배에서 삼진과 방향전환하기. 타령장단에 따른 기본 춤사위 중 여다지, 자진화장, 어깨치기 등"
MC01_A06_B084_CA1_M0011_9105.json,선녀 두 명과 놀고 난후 큰 배김새
MC01_A01_B002_CA1_M0006_3675.json,"연풍대, 오른손 땅을 치고 어깨에 얹으며 쪼그려 앉아서 돌기 ,돌아앉아뛰기와 비슷, 이어서 왼손 동일하게 돌아앉아 뛰기"
MC01_A02_B030_CA1_M0011_8115.json,"가벼우면서도 건들거리며 찍고 중심 이동하는 춤, 흥을 뱉어 내는 동작"
MC01_A04_B061_CA1_M0007_8715.json,힘겹게 일어나 소무들을 취하는 동작.
MC01_A07_B090_CA1_M0007_2425.json,말채를 머리 위로 힘차게 휘두르며 빠른 굿거리 장단에 맞춰 도약한다. 
MC01_A02_B030_CA1_M0007_5685.json,"가벼우면서도 건들거리며 찍고 중심 이동하는 춤, 흥을 뱉어 내는 동작"
MC01_A01_B006_CA1_M0001_1750.json,"합장, 스텝, 뿌리고 채는 동작"
MC01_A04_B056_CA1_M0002_2745.json,사방을 돌며 용이 꿈틀 거리는 모습을 표현하는 동작.
MC01_A03_B039_CA1_M0017_6795.json,"제끼는사위,한삼을 머리 위 앞에서 뒤로 쳐준다. 엎는사위,한삼을 뒤에서 앞으로 쳐준다."
MC01_A02_B029_CA1_M0001_135.json,사자와 함께 같이 움직이며 추는 다리동작 춤사위
MC01_A03_B051_CA1_M0011_3225.json,"팔을 머리 뒤에서 앞으로 돌리는 동작, 팔을 머리 앞에서 뒤로 돌림, 양손을 머리 위로 뿌림."
MC01_A08_B093_CA1_M0006_840.json,"모삼치기, 깊은무릎 오금춤, 좌우어깨춤, 반시계방향, 오른손, 오른발, 왼손, 왼발 활개치기."
MC01_A03_B053_CA1_M0001_210.json,허리춤.
MC01_A03_B038_CA1_M0009_12795.json,손을 합장하고 등장하여 양팔을 크게 벌려 원 그린 후 다시 모으는 동작을 사방에 함.
MC01_A03_B052_CA1_M0004_1635.json,부채를 펴고 접고 내밀고 뒤로 넘기며 표현하는 동작.
MC01_A01_B005_CA1_M0001_1770.json,호흡과 홍태기가 일체가 되어 절도있게 채는 동작으로 춘다
MC01_A07_B088_CA1_M0007_1730.json,"코풀사위, 배김사위, 배김새가락이 나오면 추는 사위로 통영오광대의 가장 특징적인 사위."
MC01_A03_B052_CA1_M0005_3090.json,부채를 펴고 접고 내밀고 뒤로 넘기며 표현하는 동작.
MC01_A06_B081_CA1_M0008_15795.json,"북채를 떨어 뜨린다
북을 잡으려다 놓치고 운다
결국 북을 쥐고 신나게 춤을춘다"
MC01_A02_B030_CA1_M0018_13395.json,"가벼우면서도 건들거리며 찍고 중심 이동하는 춤, 흥을 뱉어 내는 동작"
MC01_A06_B084_CA1_M0026_22035.json,선녀 두 명과 놀고 난후 큰 배김새
MC01_A03_B053_CA1_M0012_3840.json,허리춤.
MC01_A03_B041_CA1_M0004_1890.json," 힘차게 올림사위, 두번돌고 대비되는 앉았다. 좌.우 일어나는 동작."
MC01_A02_B028_CA1_M0004_1200.json,"1.무등타기 2.고개잡이, 점프, 다리들기, 사자서기"
MC01_A01_B002_CA1_M0005_3270.json,"연풍대, 오른손 땅을 치고 어깨에 얹으며 쪼그려 앉아서 돌기 ,돌아앉아뛰기와 비슷, 이어서 왼손 동일하게 돌아앉아 뛰기"
MC01_A06_B084_CA1_M0011_9555.json,선녀 두 명과 놀고 난후 큰 배김새
MC01_A03_B051_CA1_M0009_2520.json,"팔을 머리 뒤에서 앞으로 돌리는 동작, 팔을 머리 앞에서 뒤로 돌림, 양손을 머리 위로 뿌림."
MC01_A05_B073_CA1_M0002_2160.json,"배, 엉덩이, 팔을 빠르게 느리게 좌우로 반복하며 흔들어 웃음을 자아내게 하는 춤사위"
MC01_A04_B055_CA1_M0013_15030.json,"합장재배, 벽사진경의 의식무로서 연희초반 마당을 정화하는 대표적 동작"
MC01_A05_B069_CA1_M0002_1845.json,"활개펴기, 용트림, 휘둘르기, 휘감기, 너울춤사위"
MC01_A09_B099_CA1_M0009_5850.json,"돌림사위, 울음태사위"
MC01_A04_B063_CA1_M0005_1530.json,귀롱가지를 힘차게 휘두르는 모습
MC01_A01_B006_CA1_M0001_1300.json,"합장, 스텝, 뿌리고 채는 동작"
MC01_A03_B048_CA1_M0005_3360.json,4박 돌기 및 8박 돌기
MC01_A01_B002_CA1_M0009_5475.json,"연풍대, 오른손 땅을 치고 어깨에 얹으며 쪼그려 앉아서 돌기 ,돌아앉아뛰기와 비슷, 이어서 왼손 동일하게 돌아앉아 뛰기"
MC01_A01_B012_CA1_M0004_5310.json,"엉덩이춤, 지팡이를 들고 뛰는 동작"
MC01_A08_B093_CA1_M0001_5.json,"모삼치기, 깊은무릎 오금춤, 좌우어깨춤, 반시계방향, 오른손, 오른발, 왼손, 왼발 활개치기."
MC01_A05_B077_CA1_M0001_345.json,삼진삼퇴 및 마속무
MC01_A04_B061_CA1_M0005_5640.json,힘겹게 일어나 소무들을 취하는 동작.
MC01_A03_B050_CA1_M0002_465.json," 양팔을 돌리며 오른쪽, 왼쪽, 가운데 춤으로 앉아뛰기"
MC01_A06_B082_CA1_M0007_3540.json,"첫 입장 배김새, 큰 배김새"
MC01_A03_B049_CA1_M0024_28695.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A03_B051_CA1_M0016_5460.json,"팔을 머리 뒤에서 앞으로 돌리는 동작, 팔을 머리 앞에서 뒤로 돌림, 양손을 머리 위로 뿌림."
MC01_A03_B047_CA1_M0007_2250.json,"채찍 들고 뛰는 동작 발끝에 밑으로 힘주고, 채찍 양손 돌리며 쪼그려 돌며뛰기"
MC01_A09_B095_CA1_M0006_3765.json," 역동새, 배김사위, 일자사위."
MC01_A03_B038_CA1_M0021_23985.json,손을 합장하고 등장하여 양팔을 크게 벌려 원 그린 후 다시 모으는 동작을 사방에 함.
MC01_A01_B008_CA1_M0002_1450.json,채찍으로 양반을 내리치고 바닥에 채찍으로 말뚝을 박는 동작
MC01_A09_B094_CA1_M0010_5400.json,"배김사위, 앞배김새, 뒷배김새, 겨드랑배김새 동작이 강하여 뛰어서 땅을 내려 누르듯이 힘차게 착지하는 동작."
MC01_A01_B003_CA1_M0002_1765.json,곤장을 양손에 들고 내리면서 힘있게 발을 올리면서 추는 춤사위
MC01_A09_B096_CA1_M0005_4485.json,"배김사위, 휘두름사위."
MC01_A07_B088_CA1_M0020_6095.json,"코풀사위, 배김사위, 배김새가락이 나오면 추는 사위로 통영오광대의 가장 특징적인 사위."
MC01_A03_B054_CA1_M0008_3930.json," 팔들고 걷기, 양팔모아 안으로 접기, 팔 머리 뒤로 돌리기"
MC01_A05_B077_CA1_M0002_6600.json,삼진삼퇴 및 마속무
MC01_A06_B082_CA1_M0001_990.json,"첫 입장 배김새, 큰 배김새"
MC01_A09_B095_CA1_M0005_3360.json," 역동새, 배김사위, 일자사위."
MC01_A01_B009_CA1_M0002_5700.json,좌우로 움직일때 뫼산자를 그리며 허리채기
MC01_A06_B083_CA1_M0016_13635.json,뛰어 배김새
MC01_A02_B036_CA1_M0007_2100.json,"외사위, 겹사위, 양사위는 봉산탈춤 하면 연상이 되는 춤사위"
MC01_A06_B084_CA1_M0024_18285.json,선녀 두 명과 놀고 난후 큰 배김새
MC01_A06_B081_CA1_M0006_11700.json,"북채를 떨어 뜨린다
북을 잡으려다 놓치고 운다
결국 북을 쥐고 신나게 춤을춘다"
MC01_A06_B082_CA1_M0011_5865.json,"첫 입장 배김새, 큰 배김새"
MC01_A03_B038_CA1_M0006_9510.json,손을 합장하고 등장하여 양팔을 크게 벌려 원 그린 후 다시 모으는 동작을 사방에 함.
MC01_A03_B049_CA1_M0026_29325.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A01_B007_CA1_M0006_3245.json,"합장, 스텝, 뿌리고 채는 동작"
MC01_A09_B094_CA1_M0008_4305.json,"배김사위, 앞배김새, 뒷배김새, 겨드랑배김새 동작이 강하여 뛰어서 땅을 내려 누르듯이 힘차게 착지하는 동작."
MC01_A01_B008_CA1_M0001_185.json,채찍으로 양반을 내리치고 바닥에 채찍으로 말뚝을 박는 동작
MC01_A03_B038_CA1_M0015_18930.json,손을 합장하고 등장하여 양팔을 크게 벌려 원 그린 후 다시 모으는 동작을 사방에 함.
MC01_A09_B095_CA1_M0008_5670.json," 역동새, 배김사위, 일자사위."
MC01_A07_B090_CA1_M0004_940.json,말채를 머리 위로 힘차게 휘두르며 빠른 굿거리 장단에 맞춰 도약한다. 
